"Date","Price","Open","High","Low","Vol.","Change %"
"16-12-2022","15.75","15.90","16.20","15.65","21.49M","-0.94%"
"15-12-2022","15.90","16.20","16.50","15.85","22.79M","-3.34%"
"14-12-2022","16.45","15.80","16.50","15.70","55.55M","4.44%"
"13-12-2022","15.75","16.00","16.40","15.70","35.44M","-1.25%"
"12-12-2022","15.95","15.95","16.20","15.75","25.03M","0.31%"
"09-12-2022","15.90","16.00","16.55","15.70","21.28M","0.32%"
"08-12-2022","15.85","15.75","16.05","15.50","11.12M","0.96%"
"07-12-2022","15.70","15.90","16.20","15.50","11.68M","-0.95%"
"06-12-2022","15.85","15.85","16.30","15.80","17.47M","-1.25%"
"05-12-2022","16.05","16.95","16.95","16.00","19.58M","-4.46%"
"02-12-2022","16.80","15.95","16.80","15.65","24.40M","5.00%"
"01-12-2022","16.00","16.10","16.25","15.85","7.04M","-0.31%"
"30-11-2022","16.05","15.90","16.40","15.80","16.78M","0.94%"
"29-11-2022","15.90","16.05","16.20","15.70","7.03M","-0.63%"
"28-11-2022","16.00","16.10","16.25","15.90","6.73M","0.00%"
"25-11-2022","16.00","15.30","16.00","15.20","12.21M","4.92%"
"24-11-2022","15.25","15.30","15.55","15.15","2.83M","0.33%"
"23-11-2022","15.20","15.20","15.50","15.00","4.19M","1.00%"
"22-11-2022","15.05","15.80","15.80","14.90","7.83M","-2.90%"
"21-11-2022","15.50","15.60","16.00","15.50","5.56M","0.00%"
"18-11-2022","15.50","15.70","15.95","15.45","3.65M","-0.96%"
"17-11-2022","15.65","16.15","16.15","15.45","5.54M","-2.19%"
"16-11-2022","16.00","16.40","16.50","15.90","5.49M","-0.62%"
"15-11-2022","16.10","16.05","16.40","15.90","4.22M","0.31%"
"14-11-2022","16.05","16.00","16.15","15.60","6.07M","0.31%"
"11-11-2022","16.00","15.70","16.35","15.60","8.96M","-0.62%"
"10-11-2022","16.10","16.40","16.45","15.95","4.50M","-2.13%"
"09-11-2022","16.45","17.00","17.20","16.20","7.18M","-2.37%"
"07-11-2022","16.85","17.10","17.40","16.50","13.51M","0.30%"
"04-11-2022","16.80","16.10","16.80","15.85","12.80M","5.00%"
"03-11-2022","16.00","15.85","16.15","15.85","3.72M","-0.62%"
"02-11-2022","16.10","16.15","16.25","16.00","5.87M","0.31%"
"01-11-2022","16.05","16.20","16.25","15.95","4.25M","-0.31%"
"31-10-2022","16.10","16.15","16.30","15.90","5.23M","0.63%"
"28-10-2022","16.00","16.20","16.30","15.90","4.66M","-0.93%"
"27-10-2022","16.15","16.30","16.45","16.10","4.86M","-0.92%"
"25-10-2022","16.30","16.65","16.65","16.25","2.69M","-1.51%"
"24-10-2022","16.55","16.60","16.70","16.40","2.11M","1.22%"
"21-10-2022","16.35","16.30","16.80","16.10","5.88M","1.55%"
"20-10-2022","16.10","16.40","16.45","15.95","5.48M","-1.53%"
"19-10-2022","16.35","16.65","16.75","16.10","4.21M","-1.51%"
"18-10-2022","16.60","16.15","16.70","16.15","6.37M","2.47%"
"17-10-2022","16.20","16.10","16.50","15.95","4.83M","0.00%"
"14-10-2022","16.20","16.70","16.80","16.05","5.35M","-1.82%"
"13-10-2022","16.50","16.50","16.90","16.25","6.04M","0.92%"
"12-10-2022","16.35","16.80","17.00","16.15","5.91M","-3.25%"
"11-10-2022","16.90","17.80","17.80","16.90","8.75M","-4.79%"
"10-10-2022","17.75","17.45","18.15","17.25","11.33M","1.14%"
"07-10-2022","17.55","16.80","17.55","16.55","12.79M","4.78%"
"06-10-2022","16.75","16.70","16.90","16.15","11.45M","2.13%"
"04-10-2022","16.40","16.70","17.00","16.30","5.38M","-0.30%"
"03-10-2022","16.45","16.70","17.10","16.35","6.48M","0.30%"
"30-09-2022","16.40","16.00","16.65","15.75","7.27M","2.18%"
"29-09-2022","16.05","16.50","16.60","15.80","6.04M","-0.31%"
"28-09-2022","16.10","16.00","16.75","15.90","5.65M","-0.62%"
"27-09-2022","16.20","16.40","16.60","15.85","6.79M","-0.92%"
"26-09-2022","16.35","16.50","16.75","16.10","10.58M","-3.25%"
"23-09-2022","16.90","17.40","17.45","16.70","7.32M","-2.31%"
"22-09-2022","17.30","17.10","17.70","16.75","10.24M","0.00%"
"21-09-2022","17.30","18.15","18.15","17.30","11.90M","-4.95%"
"20-09-2022","18.20","17.70","18.50","17.65","11.72M","3.12%"
"19-09-2022","17.65","18.80","18.80","17.55","11.44M","-4.34%"
"16-09-2022","18.45","17.95","18.85","17.55","29.74M","1.93%"
"15-09-2022","18.10","18.85","19.25","18.10","26.91M","-4.99%"
"14-09-2022","19.05","19.05","19.70","19.05","21.63M","-4.99%"
"13-09-2022","20.05","20.90","21.45","20.05","20.78M","-4.98%"
"12-09-2022","21.10","18.80","21.10","18.40","107.89M","9.90%"
"09-09-2022","19.20","21.20","21.20","19.20","115.34M","-9.86%"
"08-09-2022","21.30","22.10","22.35","21.15","48.14M","-1.62%"
"07-09-2022","21.65","21.75","22.75","21.30","64.87M","-1.37%"
"06-09-2022","21.95","24.75","25.00","21.40","151.54M","-5.79%"
"05-09-2022","23.30","21.55","23.30","21.55","153.03M","9.91%"
"02-09-2022","21.20","20.90","23.75","20.25","461.79M","5.21%"
"01-09-2022","20.15","16.75","20.15","16.70","278.27M","19.94%"
"30-08-2022","16.80","16.55","17.15","16.25","66.97M","3.07%"
"29-08-2022","16.30","15.70","16.90","15.60","109.68M","0.31%"
"26-08-2022","16.25","15.15","16.85","15.15","145.65M","7.97%"
"25-08-2022","15.05","15.35","15.55","15.00","21.61M","-1.63%"
"24-08-2022","15.30","15.25","15.85","15.10","39.22M","-0.65%"
"23-08-2022","15.40","15.60","16.00","15.15","47.01M","-1.60%"
"22-08-2022","15.65","15.10","16.20","14.90","108.72M","4.68%"
"19-08-2022","14.95","14.25","15.10","14.10","74.55M","5.28%"
"18-08-2022","14.20","13.65","14.55","13.60","46.73M","4.03%"
"17-08-2022","13.65","13.50","13.80","13.40","21.19M","1.87%"
"16-08-2022","13.40","13.30","13.80","13.20","15.88M","0.00%"
"12-08-2022","13.40","13.55","13.80","13.25","14.43M","-1.47%"
"11-08-2022","13.60","14.20","14.25","13.45","22.97M","-3.89%"
"10-08-2022","14.15","13.40","14.25","13.00","69.00M","6.39%"
"08-08-2022","13.30","13.00","13.50","12.90","18.85M","1.14%"
"05-08-2022","13.15","13.45","13.65","13.05","22.98M","-0.38%"
"04-08-2022","13.20","13.00","13.40","12.45","31.65M","1.54%"
"03-08-2022","13.00","13.35","13.40","12.80","14.33M","-2.26%"
"02-08-2022","13.30","13.00","13.70","12.90","32.47M","2.31%"
"01-08-2022","13.00","12.50","13.15","12.25","33.57M","4.84%"
"29-07-2022","12.40","11.80","12.75","11.70","32.01M","5.53%"
"28-07-2022","11.75","12.00","12.05","11.65","8.83M","-1.26%"
"27-07-2022","11.90","11.95","12.20","11.75","14.82M","0.00%"
"26-07-2022","11.90","11.55","12.55","11.50","35.91M","3.03%"
"25-07-2022","11.55","11.85","11.85","11.55","4.30M","-1.70%"
"22-07-2022","11.75","11.95","11.95","11.65","6.01M","-0.84%"
"21-07-2022","11.85","11.85","12.35","11.70","16.23M","0.00%"
"20-07-2022","11.85","11.95","12.10","11.80","9.46M","0.42%"
"19-07-2022","11.80","11.55","12.15","11.50","18.05M","2.61%"
"18-07-2022","11.50","11.40","11.60","11.40","6.73M","1.77%"
"15-07-2022","11.30","11.45","11.50","11.25","3.47M","-0.88%"
"14-07-2022","11.40","11.40","11.55","11.35","4.67M","-0.87%"
"13-07-2022","11.50","11.60","11.70","11.40","4.12M","0.00%"
"12-07-2022","11.50","11.55","12.05","11.45","13.30M","-1.29%"
"11-07-2022","11.65","11.40","11.75","11.30","12.92M","2.19%"
"08-07-2022","11.40","11.60","11.60","11.35","5.79M","-0.44%"
"07-07-2022","11.45","11.35","11.50","11.30","4.84M","2.23%"
"06-07-2022","11.20","11.40","11.45","11.10","5.99M","-1.32%"
"05-07-2022","11.35","11.40","11.75","11.30","6.33M","0.00%"
"04-07-2022","11.35","11.50","11.60","11.30","4.54M","-0.44%"
"01-07-2022","11.40","11.60","11.60","11.20","4.06M","-0.87%"
"30-06-2022","11.50","11.80","11.85","11.45","4.91M","-2.13%"
"29-06-2022","11.75","11.70","12.00","11.65","4.64M","-0.42%"
"28-06-2022","11.80","11.80","12.00","11.55","5.18M","0.00%"
"27-06-2022","11.80","12.05","12.25","11.75","7.78M","-0.42%"
"24-06-2022","11.85","11.80","11.95","11.70","5.83M","2.16%"
"23-06-2022","11.60","11.50","11.80","11.40","8.84M","1.75%"
"22-06-2022","11.40","11.40","11.60","11.30","8.66M","-0.44%"
"21-06-2022","11.45","11.25","11.60","11.05","13.44M","3.15%"
"20-06-2022","11.10","12.30","12.75","10.95","22.57M","-8.64%"
"17-06-2022","12.15","12.05","12.35","11.80","13.21M","0.83%"
"16-06-2022","12.05","12.85","12.95","11.90","14.15M","-4.74%"
"15-06-2022","12.65","12.95","13.10","12.50","6.90M","-1.56%"
"14-06-2022","12.85","12.75","13.30","12.70","11.63M","-0.39%"
"13-06-2022","12.90","13.10","13.25","12.70","11.60M","-4.80%"
"10-06-2022","13.55","13.65","13.90","13.45","10.38M","-2.87%"
"09-06-2022","13.95","13.75","14.10","13.50","16.08M","0.72%"
"08-06-2022","13.85","14.35","14.60","13.75","20.41M","-3.15%"
"07-06-2022","14.30","13.60","14.70","13.30","35.02M","3.62%"
"06-06-2022","13.80","13.05","13.90","12.80","20.14M","4.15%"
"03-06-2022","13.25","14.20","14.20","13.20","30.51M","-4.33%"
"02-06-2022","13.85","13.35","13.85","13.30","28.03M","4.92%"
"01-06-2022","13.20","12.80","13.20","12.65","30.28M","4.76%"
"31-05-2022","12.60","12.00","12.60","11.90","16.22M","5.00%"
"30-05-2022","12.00","11.90","12.15","11.90","9.41M","1.27%"
"27-05-2022","11.85","12.10","12.15","11.70","9.70M","-0.42%"
"26-05-2022","11.90","12.25","12.35","11.50","16.05M","-1.65%"
"25-05-2022","12.10","12.45","12.60","12.05","8.30M","-3.59%"
"24-05-2022","12.55","12.50","12.70","12.35","8.95M","1.21%"
"23-05-2022","12.40","13.00","13.00","12.35","9.60M","-3.50%"
"20-05-2022","12.85","12.50","12.90","12.50","17.93M","4.47%"
"19-05-2022","12.30","12.00","12.55","11.95","9.23M","-1.20%"
"18-05-2022","12.45","12.70","12.75","12.35","12.19M","0.00%"
"17-05-2022","12.45","11.95","12.45","11.95","16.35M","4.62%"
"16-05-2022","11.90","12.05","12.25","11.90","37.38M","-4.80%"
"13-05-2022","12.50","12.60","12.95","12.40","18.65M","0.81%"
"12-05-2022","12.40","12.75","12.95","12.35","18.31M","-4.62%"
"11-05-2022","13.00","13.20","13.50","12.65","23.86M","-0.76%"
"10-05-2022","13.10","13.75","14.05","13.05","16.51M","-4.38%"
"09-05-2022","13.70","13.10","13.75","12.80","18.26M","4.58%"
"06-05-2022","13.10","13.25","13.25","12.95","8.65M","-2.24%"
"05-05-2022","13.40","13.75","13.85","13.35","12.69M","-1.11%"
"04-05-2022","13.55","14.35","14.40","13.50","17.21M","-4.58%"
"02-05-2022","14.20","14.20","14.65","14.15","11.78M","-0.35%"
"29-04-2022","14.25","14.05","14.60","13.80","17.02M","2.15%"
"28-04-2022","13.95","14.50","14.55","13.80","16.02M","-3.12%"
"27-04-2022","14.40","14.50","14.75","14.15","16.42M","-0.69%"
"26-04-2022","14.50","14.70","14.90","14.25","13.31M","-0.34%"
"25-04-2022","14.55","14.80","15.05","14.40","21.07M","-2.68%"
"22-04-2022","14.95","14.95","15.45","14.70","18.81M","-1.32%"
"21-04-2022","15.15","15.00","15.45","14.90","40.78M","2.71%"
"20-04-2022","14.75","14.55","14.90","14.45","15.32M","2.43%"
"19-04-2022","14.40","14.45","15.10","14.00","36.81M","0.00%"
"18-04-2022","14.40","14.85","14.85","14.20","13.41M","-3.03%"
"13-04-2022","14.85","15.40","15.45","14.70","19.78M","-1.98%"
"12-04-2022","15.15","15.70","15.85","15.00","15.69M","-3.50%"
"11-04-2022","15.70","16.00","16.35","15.60","22.45M","0.64%"
"08-04-2022","15.60","15.50","15.90","15.15","22.76M","0.65%"
"07-04-2022","15.50","16.55","17.00","15.50","75.31M","-4.91%"
"06-04-2022","16.30","15.55","16.30","15.25","40.51M","4.82%"
"05-04-2022","15.55","15.15","15.55","14.70","55.65M","4.71%"
"04-04-2022","14.85","14.10","14.85","13.90","44.82M","4.95%"
"01-04-2022","14.15","13.50","14.15","13.40","32.28M","4.81%"
"31-03-2022","13.50","14.20","14.20","13.40","56.12M","-0.37%"
"30-03-2022","13.55","13.25","13.55","13.20","7.93M","4.63%"
"29-03-2022","12.95","12.40","12.95","12.25","12.86M","4.86%"
"28-03-2022","12.35","12.60","12.70","12.35","38.90M","-5.00%"
"25-03-2022","13.00","13.30","13.45","12.90","25.13M","0.00%"
"24-03-2022","13.00","12.85","13.10","12.50","19.03M","1.17%"
"23-03-2022","12.85","12.75","13.25","12.75","18.91M","-1.15%"
"22-03-2022","13.00","13.15","13.40","13.00","28.68M","-4.76%"
"21-03-2022","13.65","13.80","14.15","13.40","24.20M","-0.73%"
"17-03-2022","13.75","14.40","14.40","13.55","21.54M","-2.48%"
"16-03-2022","14.10","13.65","14.10","13.55","19.00M","4.83%"
"15-03-2022","13.45","14.00","14.20","13.25","16.95M","-2.89%"
"14-03-2022","13.85","14.50","14.60","13.70","26.57M","-2.46%"
"11-03-2022","14.20","13.75","14.20","13.65","31.70M","4.80%"
"10-03-2022","13.55","13.70","13.80","13.35","19.00M","1.50%"
"09-03-2022","13.35","12.95","13.40","12.90","19.81M","4.30%"
"08-03-2022","12.80","12.75","13.15","12.50","16.59M","1.19%"
"07-03-2022","12.65","12.40","12.90","12.40","15.66M","-1.56%"
"04-03-2022","12.85","13.10","13.30","12.80","17.91M","-1.53%"
"03-03-2022","13.05","13.45","13.45","13.00","13.01M","-0.76%"
"02-03-2022","13.15","12.90","13.55","12.80","21.77M","0.77%"
"28-02-2022","13.05","12.85","13.20","12.50","17.73M","0.38%"
"25-02-2022","13.00","13.00","13.35","12.70","31.08M","0.78%"
"24-02-2022","12.90","12.90","13.10","12.90","23.69M","-4.80%"
"23-02-2022","13.55","13.25","13.55","13.10","22.44M","4.63%"
"22-02-2022","12.95","13.05","13.50","12.95","28.05M","-4.78%"
"21-02-2022","13.60","13.85","14.15","13.45","28.84M","-3.89%"
"18-02-2022","14.15","13.90","14.55","13.80","21.28M","0.00%"
"17-02-2022","14.15","15.00","15.10","14.10","33.57M","-4.39%"
"16-02-2022","14.80","14.40","15.25","14.35","59.92M","1.72%"
"15-02-2022","14.55","14.45","14.90","14.45","99.33M","-4.28%"
"14-02-2022","15.20","15.20","15.20","15.20","4.04M","-4.70%"
"11-02-2022","15.95","15.40","16.75","15.40","43.84M","-1.24%"
"10-02-2022","16.15","17.05","17.10","16.15","42.67M","-5.00%"
"09-02-2022","17.00","17.60","18.15","16.75","93.78M","-3.41%"
"08-02-2022","17.60","18.90","19.25","17.60","123.63M","-4.86%"
"07-02-2022","18.50","18.10","18.50","16.90","108.06M","4.82%"
"04-02-2022","17.65","17.05","17.65","16.85","25.96M","4.75%"
"03-02-2022","16.85","16.20","16.85","15.95","55.25M","4.98%"
"02-02-2022","16.05","15.80","16.25","15.20","34.39M","3.55%"
"01-02-2022","15.50","15.05","15.50","14.65","19.55M","4.73%"
"31-01-2022","14.80","15.50","15.80","14.45","29.82M","-2.63%"
"28-01-2022","15.20","15.05","15.50","15.00","27.23M","2.70%"
"27-01-2022","14.80","14.35","15.10","14.20","16.98M","0.34%"
"25-01-2022","14.75","14.60","15.20","14.50","32.15M","-3.28%"
"24-01-2022","15.25","16.05","16.15","15.25","15.39M","-4.98%"
"21-01-2022","16.05","16.50","16.75","15.80","30.87M","-3.02%"
"20-01-2022","16.55","15.95","16.60","15.80","41.36M","4.42%"
"19-01-2022","15.85","15.95","16.15","15.30","54.22M","-1.55%"
"18-01-2022","16.10","16.40","16.40","15.55","103.60M","2.88%"
"17-01-2022","15.65","15.10","15.65","15.10","12.00M","4.68%"
"14-01-2022","14.95","14.25","14.95","14.00","18.62M","4.91%"
"13-01-2022","14.25","14.50","14.55","14.00","13.39M","-0.70%"
"12-01-2022","14.35","14.65","15.00","14.00","25.55M","0.35%"
"11-01-2022","14.30","15.35","15.40","14.15","45.40M","-3.70%"
"10-01-2022","14.85","14.30","14.85","14.25","35.70M","4.95%"
"07-01-2022","14.15","14.45","14.80","14.00","19.33M","-1.05%"
"06-01-2022","14.30","13.60","14.50","13.45","22.59M","3.25%"
"05-01-2022","13.85","13.85","14.15","13.55","14.23M","-0.36%"
"04-01-2022","13.90","14.80","14.80","13.70","26.35M","-2.46%"
"03-01-2022","14.25","13.75","14.25","13.70","27.80M","4.78%"
"31-12-2021","13.60","13.35","13.70","13.15","16.15M","3.82%"
"30-12-2021","13.10","13.45","13.45","12.95","12.50M","-2.60%"
"29-12-2021","13.45","13.65","13.95","13.25","17.25M","-0.37%"
"28-12-2021","13.50","13.00","13.50","12.80","23.99M","4.65%"
"27-12-2021","12.90","12.95","13.35","12.60","25.92M","1.18%"
"24-12-2021","12.75","13.00","13.00","12.60","6.25M","-1.92%"
"23-12-2021","13.00","13.40","13.40","12.90","6.15M","-1.52%"
"22-12-2021","13.20","12.80","13.20","12.70","6.56M","4.76%"
"21-12-2021","12.60","12.55","12.95","12.55","5.12M","0.80%"
"20-12-2021","12.50","12.95","12.95","12.50","10.58M","-4.94%"
"17-12-2021","13.15","13.65","13.70","12.85","11.69M","-2.59%"
"16-12-2021","13.50","14.00","14.10","13.40","8.35M","-2.17%"
"15-12-2021","13.80","14.10","14.20","13.70","6.85M","-1.08%"
"14-12-2021","13.95","13.70","14.20","13.40","8.10M","1.09%"
"13-12-2021","13.80","14.40","14.70","13.70","19.47M","-1.43%"
"10-12-2021","14.00","13.80","14.00","13.65","10.51M","4.87%"
"09-12-2021","13.35","12.85","13.35","12.45","13.74M","4.71%"
"08-12-2021","12.75","12.95","13.00","12.60","6.92M","0.39%"
"07-12-2021","12.70","12.55","12.85","12.50","7.16M","2.83%"
"06-12-2021","12.35","12.50","12.90","12.20","12.56M","-1.98%"
"03-12-2021","12.60","12.85","13.05","12.55","8.80M","-3.45%"
"02-12-2021","13.05","12.50","13.15","12.20","11.21M","3.16%"
"01-12-2021","12.65","13.00","13.00","12.30","8.70M","-1.94%"
"30-11-2021","12.90","12.30","13.30","12.30","51.97M","0.00%"
"29-11-2021","12.90","13.40","13.50","12.90","10.31M","-4.80%"
"26-11-2021","13.55","14.00","14.20","13.55","12.81M","-4.91%"
"25-11-2021","14.25","13.95","14.25","13.65","11.14M","4.78%"
"24-11-2021","13.60","13.60","14.05","13.45","10.04M","1.12%"
"23-11-2021","13.45","12.70","13.45","12.35","9.67M","4.67%"
"22-11-2021","12.85","13.60","13.75","12.85","12.80M","-4.81%"
"18-11-2021","13.50","13.90","14.00","13.35","8.10M","-2.88%"
"17-11-2021","13.90","14.10","14.15","13.60","7.49M","0.00%"
"16-11-2021","13.90","13.85","14.35","13.75","10.80M","1.09%"
"15-11-2021","13.75","13.95","14.10","13.45","7.85M","-1.43%"
"12-11-2021","13.95","13.95","14.10","13.40","10.52M","1.09%"
"11-11-2021","13.80","14.00","14.00","13.65","13.34M","-1.43%"
"10-11-2021","14.00","14.05","14.20","13.90","9.31M","-1.06%"
"09-11-2021","14.15","14.10","14.30","14.00","14.86M","0.35%"
"08-11-2021","14.10","14.50","14.60","13.75","14.65M","-1.40%"
"04-11-2021","14.30","14.40","14.50","14.20","4.80M","0.70%"
"03-11-2021","14.20","15.00","15.05","14.20","13.86M","-3.40%"
"02-11-2021","14.70","14.25","14.70","13.90","17.79M","5.00%"
"01-11-2021","14.00","13.70","14.20","13.40","55.66M","-0.71%"
"29-10-2021","14.10","14.10","14.60","14.10","29.31M","-4.73%"
"28-10-2021","14.80","14.80","14.80","14.80","4.95M","-4.82%"
"27-10-2021","15.55","15.75","16.10","15.35","17.54M","-0.32%"
"26-10-2021","15.60","15.15","15.60","15.05","15.39M","4.70%"
"25-10-2021","14.90","16.00","16.00","14.65","16.43M","-2.61%"
"22-10-2021","15.30","16.10","16.35","15.15","10.47M","-3.47%"
"21-10-2021","15.85","15.35","16.10","15.00","13.58M","3.26%"
"20-10-2021","15.35","15.75","15.90","15.35","16.57M","-4.95%"
"19-10-2021","16.15","17.30","17.50","16.15","26.81M","-4.72%"
"18-10-2021","16.95","16.50","16.95","16.15","18.38M","4.95%"
"14-10-2021","16.15","17.10","17.20","16.15","27.88M","-4.72%"
"13-10-2021","16.95","17.20","17.70","16.25","49.72M","-0.88%"
"12-10-2021","17.10","17.10","17.10","16.15","40.68M","4.91%"
"11-10-2021","16.30","15.90","16.30","15.75","21.70M","4.82%"
"08-10-2021","15.55","15.55","15.55","14.95","38.48M","4.71%"
"07-10-2021","14.85","14.30","14.85","14.15","28.70M","4.95%"
"06-10-2021","14.15","14.00","14.15","13.65","30.10M","4.81%"
"05-10-2021","13.50","13.75","13.80","13.40","8.53M","-1.46%"
"04-10-2021","13.70","13.60","13.85","13.45","12.71M","0.74%"
"01-10-2021","13.60","13.50","13.70","13.30","10.17M","-0.37%"
"30-09-2021","13.65","13.95","13.95","13.40","13.70M","1.11%"
"29-09-2021","13.50","12.75","13.50","12.75","11.58M","4.65%"
"28-09-2021","12.90","13.00","13.10","12.65","11.19M","-0.77%"
"27-09-2021","13.00","13.30","13.30","12.85","8.06M","-0.76%"
"24-09-2021","13.10","13.55","13.70","12.90","10.96M","-3.32%"
"23-09-2021","13.55","13.55","13.85","13.40","9.29M","1.12%"
"22-09-2021","13.40","13.00","13.65","12.80","10.15M","2.29%"
"21-09-2021","13.10","13.50","13.60","12.75","14.87M","-2.24%"
"20-09-2021","13.40","13.15","14.30","13.10","17.35M","-2.55%"
"17-09-2021","13.75","14.30","14.30","13.35","74.93M","-2.14%"
"16-09-2021","14.05","14.65","14.85","14.00","25.98M","-3.10%"
"15-09-2021","14.50","13.90","14.50","13.80","37.46M","4.69%"
"14-09-2021","13.85","14.55","14.55","13.45","90.16M","-0.36%"
"13-09-2021","13.90","13.90","13.90","13.90","4.35M","4.91%"
"09-09-2021","13.25","12.80","13.25","12.40","18.77M","4.74%"
"08-09-2021","12.65","12.00","12.65","11.90","13.48M","4.98%"
"07-09-2021","12.05","12.25","12.25","11.80","8.77M","-1.63%"
"06-09-2021","12.25","12.25","12.55","11.80","14.37M","0.41%"
"03-09-2021","12.20","11.75","12.20","11.40","25.62M","4.72%"
"02-09-2021","11.65","11.35","11.65","11.10","9.34M","4.95%"
"01-09-2021","11.10","11.30","11.35","10.85","10.70M","-2.63%"
"31-08-2021","11.40","11.80","11.90","11.25","11.91M","-2.98%"
"30-08-2021","11.75","11.30","11.75","11.20","13.38M","4.91%"
"27-08-2021","11.20","11.40","11.40","10.70","18.41M","1.36%"
"26-08-2021","11.05","11.00","11.05","10.60","9.24M","4.74%"
"25-08-2021","10.55","10.55","10.55","10.35","5.31M","4.98%"
"24-08-2021","10.05","9.30","10.05","9.20","14.03M","4.69%"
"23-08-2021","9.60","10.10","10.15","9.60","19.78M","-4.95%"
"20-08-2021","10.10","10.20","10.55","10.10","10.48M","-4.72%"
"18-08-2021","10.60","10.05","10.95","9.95","31.96M","1.44%"
"17-08-2021","10.45","10.60","10.80","10.45","10.01M","-5.00%"
"16-08-2021","11.00","11.70","11.70","11.00","9.63M","-4.76%"
"13-08-2021","11.55","12.15","12.15","11.50","10.25M","-3.35%"
"12-08-2021","11.95","11.50","12.05","11.10","9.91M","3.46%"
"11-08-2021","11.55","11.50","12.10","11.50","19.70M","-4.55%"
"10-08-2021","12.10","12.25","12.60","12.10","10.21M","-4.72%"
"09-08-2021","12.70","13.05","13.15","12.25","12.00M","-0.78%"
"06-08-2021","12.80","12.50","12.80","12.20","9.99M","4.92%"
"05-08-2021","12.20","12.60","12.60","12.05","10.14M","-3.56%"
"04-08-2021","12.65","13.65","13.65","12.60","17.33M","-4.53%"
"03-08-2021","13.25","13.25","13.25","12.95","20.42M","4.74%"
"02-08-2021","12.65","12.45","12.65","12.20","15.20M","4.98%"
"30-07-2021","12.05","11.55","12.05","11.25","9.59M","4.78%"
"29-07-2021","11.50","11.40","11.75","11.10","10.92M","0.88%"
"28-07-2021","11.40","11.85","12.05","11.35","15.17M","-4.20%"
"27-07-2021","11.90","12.65","12.65","11.80","17.48M","-3.64%"
"26-07-2021","12.35","11.30","12.35","11.25","30.60M","4.66%"
"23-07-2021","11.80","12.30","12.30","11.80","13.26M","-4.84%"
"22-07-2021","12.40","13.05","13.20","12.30","21.34M","-3.88%"
"20-07-2021","12.90","13.15","13.40","12.75","14.85M","-3.37%"
"19-07-2021","13.35","12.50","13.65","12.40","19.65M","2.69%"
"16-07-2021","13.00","13.40","13.50","12.80","13.85M","-0.76%"
"15-07-2021","13.10","13.75","13.80","12.90","11.69M","-1.87%"
"14-07-2021","13.35","13.40","13.85","13.15","11.75M","-0.37%"
"13-07-2021","13.40","14.05","14.20","13.35","16.78M","-4.63%"
"12-07-2021","14.05","14.65","14.75","13.85","20.36M","-0.35%"
"09-07-2021","14.10","13.50","14.10","13.20","20.15M","4.83%"
"08-07-2021","13.45","12.50","13.45","12.45","28.16M","4.67%"
"07-07-2021","12.85","13.00","13.35","12.85","27.47M","-4.81%"
"06-07-2021","13.50","13.95","14.60","13.50","31.39M","-4.93%"
"05-07-2021","14.20","14.90","14.90","14.20","38.34M","-4.70%"
"02-07-2021","14.90","13.65","14.95","13.55","60.58M","4.56%"
"01-07-2021","14.25","14.25","14.80","14.25","28.18M","-5.00%"
"30-06-2021","15.00","15.50","15.75","14.25","47.84M","0.00%"
"29-06-2021","15.00","14.10","15.00","14.10","41.57M","4.90%"
"28-06-2021","14.30","14.30","14.30","14.30","15.36M","-4.98%"
"25-06-2021","15.05","15.05","15.05","15.05","5.49M","-4.75%"
"24-06-2021","15.80","16.10","16.10","15.80","11.26M","-4.82%"
"23-06-2021","16.60","18.25","18.25","16.55","101.16M","-4.60%"
"22-06-2021","17.40","17.40","17.40","17.40","13.07M","4.82%"
"21-06-2021","16.60","15.65","16.60","15.20","23.98M","4.73%"
"18-06-2021","15.85","15.85","15.85","14.35","76.57M","4.97%"
"17-06-2021","15.10","15.10","15.10","14.80","29.38M","4.86%"
"16-06-2021","14.40","14.40","14.40","14.40","5.79M","4.73%"
"15-06-2021","13.75","13.75","13.75","13.75","10.20M","4.96%"
"14-06-2021","13.10","13.10","13.10","12.50","38.71M","4.80%"
"11-06-2021","12.50","12.50","12.50","11.40","81.56M","4.60%"
"10-06-2021","11.95","11.95","11.95","11.95","3.52M","4.82%"
"09-06-2021","11.40","11.25","11.40","11.00","23.62M","4.59%"
"08-06-2021","10.90","10.85","10.90","10.55","90.29M","4.81%"
"07-06-2021","10.40","10.20","10.40","9.60","75.49M","4.52%"
"04-06-2021","9.95","9.95","9.95","9.35","150.10M","4.74%"
"03-06-2021","9.50","9.45","9.50","9.30","12.23M","4.97%"
"02-06-2021","9.05","8.60","9.05","8.45","87.96M","4.62%"
"01-06-2021","8.65","8.95","9.00","8.30","87.46M","0.00%"
"31-05-2021","8.65","8.20","8.65","7.85","136.18M","4.85%"
"28-05-2021","8.25","9.00","9.00","8.20","181.51M","-4.07%"
"27-05-2021","8.60","8.60","8.60","8.50","24.38M","4.88%"
"26-05-2021","8.20","8.10","8.20","8.00","52.25M","4.46%"
"25-05-2021","7.85","7.75","7.85","7.70","118.62M","4.67%"
"24-05-2021","7.50","7.30","7.50","7.15","37.25M","4.90%"
"21-05-2021","7.15","6.95","7.20","6.95","62.67M","3.62%"
